# L9 File Metrics
# =================
# Format: path/to/file.py | Lines: N | Classes: N | Functions: N
# Use for: Finding large files, complexity hotspots

| File | Lines | Classes | Functions | Async |
| `tests/unit/test_tool_input_sanitizer.py` | 66 | 0 | 5 | 0 |
| `tests/integration/test_research_tool_integration.py` | 66 | 1 | 2 | 1 |
| `igor/audit-tools/tests_integration_test_research_tool_integration.py` | 66 | 1 | 2 | 1 |
| `codegen/extractions/domain_tensor_bridge_v6_20260102/tests/domain_tensor_bridge/test_tensor_coordination.py` | 65 | 2 | 1 | 4 |
| `_archived/archived_mcp_memory/src/db.py` | 64 | 0 | 0 | 6 |
| `igor/audit-memory/mcp_memory_src_db.py` | 64 | 0 | 0 | 6 |
| `tests/world_model/test_wm_boot.py` | 63 | 0 | 6 | 0 |
| `orchestrators/agent_execution/interface.py` | 62 | 4 | 0 | 2 |
| `agents/__init__.py` | 61 | 0 | 0 | 0 |
| `services/research/__init__.py` | 61 | 0 | 0 | 0 |
| `orchestrators/memory/interface.py` | 60 | 4 | 0 | 1 |
| `orchestrators/world_model/interface.py` | 60 | 4 | 0 | 2 |
| `memory/packet_serializer.py` | 57 | 0 | 5 | 0 |
| `tests/memory/test_substrate_api.py` | 57 | 0 | 0 | 3 |
| `igor/audit-memory/memory_packet_serializer.py` | 57 | 0 | 5 | 0 |
| `igor/audit-memory/tests_memory_test_substrate_api.py` | 57 | 0 | 0 | 3 |
| `memory/validators/packet_validator.py` | 56 | 2 | 2 | 0 |
| `igor/audit-memory/memory_validators_packet_validator.py` | 56 | 2 | 2 | 0 |
| `igor/audit-tools/services_research_tools___init__.py` | 56 | 0 | 0 | 0 |
| `services/research/tools/__init__.py` | 56 | 0 | 0 | 0 |
| `memory/timeline_service.py` | 55 | 1 | 1 | 2 |
| `tests/memory/test_vector_search.py` | 55 | 0 | 0 | 2 |
| `tests/memory/test_vector_index.py` | 55 | 0 | 5 | 0 |
| `igor/audit-memory/tests_memory_test_vector_search.py` | 55 | 0 | 0 | 2 |
| `igor/audit-memory/memory_timeline_service.py` | 55 | 1 | 1 | 2 |
| `igor/audit-memory/tests_memory_test_vector_index.py` | 55 | 0 | 5 | 0 |
| `services/symbolic_computation/health_check.py` | 55 | 0 | 0 | 1 |
| `core/agents/__init__.py` | 53 | 0 | 1 | 0 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.twilio_adapter/tests/conftest.py` | 52 | 0 | 3 | 0 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.calendar_adapter/tests/conftest.py` | 52 | 0 | 3 | 0 |
| `codegen/code-gen-files/Module Production/Module-Pipeline-Complete/module.email_adapter/tests/conftest.py` | 52 | 0 | 3 | 0 |
| `_archived/archived_mcp_memory/tests/test_search.py` | 52 | 0 | 0 | 2 |
| `orchestrators/action_tool/interface.py` | 52 | 4 | 0 | 1 |
| `api/adapters/calendar_adapter/tests/conftest.py` | 52 | 0 | 3 | 0 |
| `api/adapters/email_adapter/tests/conftest.py` | 52 | 0 | 3 | 0 |
| `api/adapters/twilio_adapter/tests/conftest.py` | 52 | 0 | 3 | 0 |
| `igor/audit-memory/mcp_memory_tests_test_search.py` | 52 | 0 | 0 | 2 |
| `igor/audit-tools/orchestrators_action_tool_interface.py` | 52 | 4 | 0 | 1 |
| `world_model/nodes/__init__.py` | 51 | 0 | 0 | 0 |
| `igor/01-07-2026/TODO/Memory - Strategic Memory/Harvested Files/strategy_packet_models.py` | 51 | 6 | 0 | 0 |
| `igor/audit-memory/orchestrators_memory_interface.py` | 51 | 4 | 0 | 1 |

# Total: 722 Python files (>50 lines)
# Total lines: 233,180
